Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length, Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk, Bwd Avg Bulk Rate, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Active Mean, Active Std, Active Max, Active Min, Idle Mean, Idle Std, Idle Max, Idle Min, Label
8.45.230.42-192.168.10.9-137-28292-17,192.168.10.9,28292,8.45.230.42,137,17,3/7/2017 9:17:29,47539,1,1,41,87,41,41,40.7053,0,87,87,87.0589,0,2692.5261364353482,42.070720881802316,47539,0,47539,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,21.0354,21.0354,41,87,42.6667,31.4207,987.259,0,0,0,0,0,0,0,0,1,64,40.7053,87.0589,8,0,0,0,0,0,0,1,41,1,87,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.40-192.168.10.14-443-3102-6,192.168.10.14,3102,192.168.10.40,443,6,3/7/2017 9:18:43,308077,4,19,111,2774,51,20,27.8125,14.4401,353,3,146.016,114.161,9364.54198138777,74.65666051019713,14003.5,12486.3,34293,2387,209078,69692.7,53064.9,185790,4204,281439,15635.5,13398.2,38450,1024,0,0,0,0,128,608,12.9838,61.6729,3,353,120.208,113.302,12837.3,0,0,0,1,0,0,0,0,4,125.435,27.8125,146.016,128,0,0,0,0,0,0,4,111,19,2774,65535,4380,2,32,0,0,0,0,0,0,0,0,BENIGN
199.2.227.198-192.168.10.16-443-43283-6,192.168.10.16,43283,199.2.227.198,443,6,3/7/2017 9:19:11,185075,10,11,1274,17584,293,15,127.43,95.4311,4129,965,1598.52,1042.17,101893.82682696205,113.46751317033635,9253.75,8761.04,24806,900,152463,16940.4,16762.3,37354,2183,173749,17374.9,19477.5,42413,4378,1,0,0,0,200,220,54.0321,59.4354,15,4129,857.182,1055.8,1.11472e+06,0,0,0,1,0,0,0,0,1,898,127.43,1598.52,200,0,0,0,0,0,0,10,1274,11,17584,65535,65535,4,20,0,0,0,0,0,0,0,0,BENIGN
172.68.171.89-192.168.10.19-443-33817-6,192.168.10.19,33817,172.68.171.89,443,6,3/7/2017 9:19:15,997195,17,19,1591,62336,228,62,93.5767,59.2387,6220,855,3280.85,2147.71,64106.81962905951,36.101264045648044,28491.3,27350.9,88887,2186,651438,40714.9,38619.9,138901,4455,959347,53297,54587.9,206683,12509,0,0,0,0,544,608,17.0478,19.0534,62,6220,1727.76,2229.41,4.97025e+06,1,0,0,0,0,0,0,0,1,1775.75,93.5767,3280.85,544,0,0,0,0,0,0,17,1591,19,62336,64240,28960,6,32,0,0,0,0,0,0,0,0,BENIGN
104.125.39.145-192.168.10.16-443-24574-6,192.168.10.16,24574,104.125.39.145,443,6,3/7/2017 9:19:21,744197,16,7,2299,2534,251,46,143.718,67.291,814,107,362.043,292.861,6494.248162784855,30.905795105328295,33827.1,22524.4,69974,5174,664644,44309.6,30063.6,117789,1391,716613,119435,91574.5,390246,2479,0,0,0,0,320,140,21.4997,9.40611,46,814,201.375,198.55,39422.1,1,0,0,1,0,0,0,0,0,210.13,143.718,362.043,320,0,0,0,0,0,0,16,2299,7,2534,64240,65535,8,20,0,0,0,0,0,0,0,0,BENIGN
185.138.188.105-192.168.10.19-443-15394-6,192.168.10.19,15394,185.138.188.105,443,6,3/7/2017 9:19:31,508586,6,8,330,5699,101,11,55.08,33.7559,2063,272,712.408,555.736,11854.435631338652,27.5273011840672,39122,51033.6,102126,566,379032,75806.5,94040.2,352803,13536,324275,46325,68789,206370,4460,0,0,0,0,192,256,11.7974,15.7299,11,2063,401.933,532.553,283612,1,0,0,0,0,0,0,0,1,430.643,55.08,712.408,192,0,0,0,0,0,0,6,330,8,5699,29200,4380,3,32,0,0,0,0,0,0,0,0,BENIGN
104.127.248.252-192.168.10.14-80-18528-6,192.168.10.14,18528,104.127.248.252,80,6,3/7/2017 9:19:50,142817,14,3,1659,6184,242,49,118.492,53.1536,4274,539,2061.29,1286.86,54916.43151725635,119.03344839900012,8926.06,12850.5,24800,1854,104990,8076.15,12874.3,26504,457,130931,65465.4,93636.3,130931,2800,0,0,0,0,448,96,98.0275,21.0059,49,4274,435.722,918.564,843759,0,0,0,0,0,1,0,0,0,461.353,118.492,2061.29,448,0,0,0,0,0,0,14,1659,3,6184,65535,5840,6,32,0,0,0,0,0,0,0,0,BENIGN
52.64.46.83-192.168.10.16-137-14970-17,192.168.10.16,14970,52.64.46.83,137,17,3/7/2017 9:21:00,398340,1,1,30,57,30,30,30.3458,0,57,57,56.7028,0,218.40638650399154,5.020836471356128,398340,0,398340,61669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.51042,2.51042,30,57,29,19.6119,384.628,0,0,0,0,0,0,0,0,1,43.5,30.3458,56.7028,8,0,0,0,0,0,0,1,30,1,57,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
199.92.8.237-192.168.10.17-443-4176-6,192.168.10.17,4176,199.92.8.237,443,6,3/7/2017 9:21:07,2081162,12,20,1354,13807,195,77,112.826,42.3509,1400,112,690.356,476.433,7284.87258560362,15.37602550882632,67134.3,231753,659351,18722,1778577,161689,446884,1463346,46708,1279091,67320.6,242115,513271,19151,0,0,0,0,384,640,5.76601,9.61002,77,1400,459.424,470.022,220920,0,0,0,0,1,0,0,0,1,473.781,112.826,690.356,384,0,0,0,0,0,0,12,1354,20,13807,64240,65535,7,32,0,0,0,0,0,0,0,0,BENIGN
31.203.232.77-192.168.10.25-443-43985-6,192.168.10.25,43985,31.203.232.77,443,6,3/7/2017 9:21:14,11129655,7,10,1129,5317,276,85,161.354,58.6616,1109,224,531.707,441.009,579.1733885731409,1.5274507610523418,695603,1.01665e+06,3041003,108577,10981266,1.83021e+06,2.28955e+06,7327969,264315,5959028,662114,924283,2070412,6346,0,0,0,0,224,320,0.62895,0.8985,85,1109,358.111,386.639,149490,0,0,0,1,0,0,0,0,1,379.176,161.354,531.707,224,0,0,0,0,0,0,7,1129,10,5317,64240,5840,2,32,92184.7,0,92185,92185,4.71494e+06,0,4714940,4714940,BENIGN
52.223.249.92-192.168.10.16-8080-51122-6,192.168.10.16,51122,52.223.249.92,8080,6,3/7/2017 9:21:29,1393212,2,8,122,9300,144,43,60.8398,34.0236,2032,388,1162.55,635.196,6762.789869739853,7.177658532944017,154801,318537,945915,36097,1338559,1.33856e+06,0,1338559,172171,1020857,145837,283304,807848,26531,0,0,0,0,40,160,1.43553,5.74213,43,2032,856.545,724.258,524550,0,0,0,0,0,0,0,0,4,942.2,60.8398,1162.55,40,0,0,0,0,0,0,2,122,8,9300,65535,28960,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-192.168.10.16-123-49665-17,192.168.10.16,49665,192.168.10.9,123,17,3/7/2017 9:22:02,197614,2,2,70,83,44,33,35.1353,4.3653,57,28,41.6169,9.6147,774.2366431528131,20.24148086674021,65871.3,19761.4,94900,13121,190434,190434,0,190434,35988,187534,187534,0,187534,22501,0,0,0,0,16,16,10.1207,10.1207,28,57,30.6,11.257,126.72,0,0,0,0,0,0,0,0,1,38.25,35.1353,41.6169,16,0,0,0,0,0,0,2,70,2,83,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
172.76.119.192-192.168.10.16-8080-30256-6,192.168.10.16,30256,172.76.119.192,8080,6,3/7/2017 9:22:02,8284070,3,23,868,54743,555,75,289.239,168.405,6157,638,2380.12,1556.02,6713.004597981428,3.13855387508797,331363,423551,979175,40948,5388247,2.69412e+06,3.07324e+06,5388247,709597,8094531,367933,523183,1335423,106795,0,0,0,0,96,736,0.362141,2.77641,75,6157,2059.67,1611.71,2.5976e+06,1,0,0,0,1,0,0,0,7,2138.88,289.239,2380.12,96,0,0,0,0,0,0,3,868,23,54743,65535,-1,2,32,59947.6,39852.7,105717,15313,3.74735e+06,0,3747349,3747349,BENIGN
216.89.242.75-192.168.10.19-443-13061-6,192.168.10.19,13061,216.89.242.75,443,6,3/7/2017 9:22:14,1388000,3,23,609,8102,319,150,203.156,93.6661,797,12,352.266,240.662,6275.9365994236305,18.731988472622476,55520,48412,152457,335,855326,427663,374190,855326,107994,860896,39131.6,29718.4,127723,4423,0,0,0,0,96,736,2.16138,16.5706,12,797,322.63,233.819,54671.4,0,0,0,0,1,0,0,0,7,335.038,203.156,352.266,96,0,0,0,0,0,0,3,609,23,8102,29200,28960,1,32,0,0,0,0,0,0,0,0,BENIGN
8.21.117.126-192.168.10.15-80-52075-6,192.168.10.15,52075,8.21.117.126,80,6,3/7/2017 9:22:22,121848,4,5,490,5555,186,72,122.424,45.0058,1896,769,1111.04,480.424,49610.99074256451,73.86251723458736,15231,28348.5,66811,1993,106890,35630.1,74008.7,106890,3908,76494,19123.6,33516.9,76494,4777,0,0,0,0,80,100,32.8278,41.0347,72,1896,604.5,612.34,374960,1,0,0,0,0,0,0,0,1,671.667,122.424,1111.04,80,0,0,0,0,0,0,4,490,5,5555,8192,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
91.126.56.204-192.168.10.12-53-16939-17,192.168.10.12,16939,91.126.56.204,53,17,3/7/2017 9:22:56,24733,1,1,31,152,31,31,30.9747,0,152,152,151.514,0,7399.021550155663,80.86362349896899,24733,0,24733,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,40.4318,40.4318,31,152,61,67.4328,4547.18,0,0,0,0,0,0,0,0,1,91.5,30.9747,151.514,8,0,0,0,0,0,0,1,31,1,152,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
13.181.181.68-192.168.10.15-53-22357-17,192.168.10.15,22357,13.181.181.68,53,17,3/7/2017 9:23:37,26167,1,2,28,144,28,28,27.801,0,113,58,72.2394,18.8312,6573.164673061489,114.64822104177017,13083.5,3925.05,22926,2716,0,0,0,0,0,26111,26110.7,0,26111,943,0,0,0,0,8,16,38.2161,76.4321,28,113,43,29.7216,883.374,0,0,0,0,0,0,0,0,2,57.3333,27.801,72.2394,8,0,0,0,0,0,0,1,28,2,144,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
104.70.49.130-192.168.10.16-445-14594-6,192.168.10.16,14594,104.70.49.130,445,6,3/7/2017 9:24:09,12128,7,5,2126,708,698,172,303.748,167.937,278,49,141.591,66.066,233674.1424802111,989.4459102902375,1102.55,1954.55,5300,288,9322,1553.6,2898.01,6182,7,9854,2463.62,4767.76,9854,292,0,0,0,0,224,160,577.177,412.269,49,698,218,158.088,24991.9,0,0,0,0,1,0,0,0,0,236.167,303.748,141.591,224,0,0,0,0,0,0,7,2126,5,708,-1,0,4,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.21-192.168.10.3-53-2712-17,192.168.10.3,2712,192.168.10.21,53,17,3/7/2017 9:24:29,17199,1,1,35,91,35,35,34.7753,0,91,91,91.1925,0,7326.007326007326,116.28583057154485,17199,0,17199,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,58.1429,58.1429,35,91,42,35.1575,1236.05,0,0,0,0,0,0,0,0,1,63,34.7753,91.1925,8,0,0,0,0,0,0,1,35,1,91,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
185.22.14.143-192.168.10.16-137-19616-17,192.168.10.16,19616,185.22.14.143,137,17,3/7/2017 9:24:43,2189,1,2,36,202,36,36,36.1629,0,142,81,100.803,18.8272,108725.44540886249,1370.4888076747375,1094.5,328.35,1892,60,0,0,0,0,0,1841,1841.44,0,1841,141,0,0,0,0,8,16,456.83,913.659,36,142,59.5,39.4354,1555.15,0,0,0,0,0,0,0,0,2,79.3333,36.1629,100.803,8,0,0,0,0,0,0,1,36,2,202,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
91.94.173.1-192.168.10.14-443-31921-6,192.168.10.14,31921,91.94.173.1,443,6,3/7/2017 9:25:52,9122753,7,3,1326,989,354,141,189.371,90.5292,610,135,329.765,129.804,253.7611179432349,1.0961603366878399,1.01364e+06,942689,2376418,251830,6105218,1.01754e+06,791929,3262647,155686,8141270,4.07064e+06,3.66755e+06,8141270,881695,0,0,0,0,140,60,0.767312,0.328848,135,610,210.455,123.989,15373.2,1,0,0,0,0,0,0,0,0,231.5,189.371,329.765,140,0,0,0,0,0,0,7,1326,3,989,8192,-1,4,20,1.82455e+06,0,1824551,1824551,5.43477e+06,0,5434772,5434772,BENIGN
192.168.10.18-192.168.10.17-53-56970-17,192.168.10.17,56970,192.168.10.18,53,17,3/7/2017 9:25:54,25049,1,2,51,280,51,51,51.2722,0,193,97,140.078,32.0864,13214.100363287956,119.76526009022317,12524.5,3757.35,17345,1848,0,0,0,0,0,19884,19884.4,0,19884,3279,0,0,0,0,8,16,39.9218,79.8435,51,193,82.75,56.6358,3207.61,0,0,0,0,0,0,0,0,2,110.333,51.2722,140.078,8,0,0,0,0,0,0,1,51,2,280,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
31.17.244.234-192.168.10.16-123-24654-17,192.168.10.16,24654,31.17.244.234,123,17,3/7/2017 9:25:57,68309,1,1,34,74,34,34,34.4948,0,74,74,73.8547,0,1581.0508132164136,29.27871876326692,68309,0,68309,16247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14.6394,14.6394,34,74,36,26.7885,717.622,0,0,0,0,0,0,0,0,1,54,34.4948,73.8547,8,0,0,0,0,0,0,1,34,1,74,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
151.44.228.12-192.168.10.25-80-5395-6,192.168.10.25,5395,151.44.228.12,80,6,3/7/2017 9:26:03,2518772,5,2,699,2150,254,84,139.762,58.8478,2190,636,1075.2,534.707,1131.1067456681271,2.7791320532386417,419795,291573,1156684,117106,2332670,583168,410830,1399665,121334,2180742,2.18074e+06,0,2180742,531940,0,0,0,0,100,40,1.98509,0.794038,84,2190,356.125,515.107,265336,1,0,0,0,0,0,0,0,0,407,139.762,1075.2,100,0,0,0,0,0,0,5,699,2,2150,8192,5840,2,20,0,0,0,0,0,0,0,0,BENIGN
52.170.83.163-192.168.10.17-64151-53945-6,192.168.10.17,53945,52.170.83.163,64151,6,3/7/2017 9:26:25,4720869,1,2,52,58,52,52,52.3648,0,54,18,28.8928,11.2283,23.300794832476818,0.6354762227039132,2.36043e+06,2.72196e+06,4720869,406583,0,0,0,0,0,2803461,2.80346e+06,0,2803461,404697,0,0,0,0,32,64,0.211825,0.423651,18,54,27.5,17.0713,291.429,0,0,0,0,1,0,0,0,2,36.6667,52.3648,28.8928,32,0,0,0,0,0,0,1,52,2,58,65535,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
185.121.122.160-192.168.10.9-53-55719-17,192.168.10.9,55719,185.121.122.160,53,17,3/7/2017 9:26:48,135133,2,2,89,320,53,35,44.2993,6.1864,207,129,160.031,32.7886,3026.647821035572,29.60046768738946,45044.3,13513.3,73006,2783,104646,104646,0,104646,23180,101040,101040,0,101040,21174,0,0,0,0,16,16,14.8002,14.8002,35,207,81.8,65.726,4319.91,0,0,0,0,0,0,0,0,1,102.25,44.2993,160.031,16,0,0,0,0,0,0,2,89,2,320,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.4-192.168.10.5-123-14634-17,192.168.10.5,14634,192.168.10.4,123,17,3/7/2017 9:26:58,38688,3,2,111,158,43,32,36.8985,4.678,111,57,79.1787,16.9624,6953.060380479735,129.2390405293631,9672,2901.6,17310,229,27097,13548.4,4114.02,20963,2458,19946,19946.4,0,19946,4750,0,0,0,0,24,16,77.5434,51.6956,32,111,44.8333,25.2555,637.838,0,0,0,0,0,0,0,0,0,53.8,36.8985,79.1787,24,0,0,0,0,0,0,3,111,2,158,-1,-1,3,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.27-192.168.10.12-443-41324-6,192.168.10.12,41324,192.168.10.27,443,6,3/7/2017 9:27:20,199503,13,13,948,7015,208,32,72.9029,58.4678,900,168,539.585,249.915,39914.186754083894,130.32385477912612,7980.12,14986.6,46835,2200,161163,13430.3,26419.4,41587,2878,168515,14042.9,28442.4,54218,1687,0,0,0,0,416,416,65.1619,65.1619,32,900,294.926,295.828,87514.1,0,0,0,0,1,0,0,0,1,306.269,72.9029,539.585,416,0,0,0,0,0,0,13,948,13,7015,29200,65535,9,32,0,0,0,0,0,0,0,0,BENIGN
151.118.147.135-192.168.10.12-443-31154-6,192.168.10.12,31154,151.118.147.135,443,6,3/7/2017 9:27:21,65717277,18,20,3766,30066,424,48,209.222,113.913,3564,0,1503.28,1249.22,514.8113486199375,0.5782345485799724,1.77614e+06,3.94353e+06,8911874,501803,51011900,3.0007e+06,7.34206e+06,13183292,677504,46708778,2.45836e+06,6.35556e+06,17240485,250086,0,0,0,0,360,400,0.273901,0.304334,0,3564,867.487,1116.02,1.2455e+06,0,0,0,0,0,0,0,0,1,890.316,209.222,1503.28,360,0,0,0,0,0,0,18,3766,20,30066,64240,-1,7,0,39962.3,0,39962,39962,3.43561e+07,0,34356122,34356122,BENIGN
192.168.10.35-192.168.10.25-53-17368-17,192.168.10.25,17368,192.168.10.35,53,17,3/7/2017 9:27:21,253393,2,1,85,60,50,38,42.3613,4.6129,60,60,60.0059,0,572.233644970461,11.839316792492294,126696,38008.9,229988,7112,204771,204771,0,204771,55923,0,0,0,0,0,0,0,0,0,16,8,7.89288,3.94644,38,60,36.25,15.0731,227.199,0,0,0,0,0,0,0,0,0,48.3333,42.3613,60.0059,16,0,0,0,0,0,0,2,85,1,60,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
23.144.206.141-192.168.10.16-53-17242-17,192.168.10.16,17242,23.144.206.141,53,17,3/7/2017 9:28:01,103231,2,1,96,183,57,41,48.036,5.5619,183,183,182.721,0,2702.676521587508,29.06103786653234,51615.5,15484.6,92789,12856,101544,101544,0,101544,12381,0,0,0,0,0,0,0,0,0,16,8,19.374,9.68701,41,183,69.75,67.7429,4589.1,0,0,0,0,0,0,0,0,0,93,48.036,182.721,16,0,0,0,0,0,0,2,96,1,183,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
172.153.74.55-192.168.10.19-53-11121-17,192.168.10.19,11121,172.153.74.55,53,17,3/7/2017 9:28:17,9968,1,1,39,148,39,39,39.3517,0,148,148,147.757,0,18760.032102728732,200.64205457463885,9968,0,9968,2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,100.321,100.321,39,148,62.3333,62.5515,3912.7,0,0,0,0,0,0,0,0,1,93.5,39.3517,147.757,8,0,0,0,0,0,0,1,39,1,148,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
23.99.180.33-192.168.10.14-80-17999-6,192.168.10.14,17999,23.99.180.33,80,6,3/7/2017 9:28:19,7662061,1,3,111,4496,111,111,111.423,0,3525,189,1498.68,1072.81,601.2742524498304,0.5220527479486263,2.55402e+06,3.79341e+06,7662061,466879,0,0,0,0,0,6953922,3.47696e+06,6.08684e+06,6953922,656765,0,0,0,0,20,60,0.130513,0.39154,111,3525,921.4,1130.11,1.27715e+06,0,1,0,1,1,0,0,0,3,1151.75,111.423,1498.68,20,0,0,0,0,0,0,1,111,3,4496,65535,28960,1,20,12736.6,0,12737,12737,5.80704e+06,0,5807038,5807038,BENIGN
151.17.204.116-192.168.10.12-443-52289-6,192.168.10.12,52289,151.17.204.116,443,6,3/7/2017 9:28:42,492349,8,19,882,54034,202,55,110.254,77.0759,4947,226,2843.91,1791,111538.7662003985,54.839148652683356,18936.5,31143.6,51440,577,378718,54102.5,94039.5,302655,10186,455058,25281,39668.5,139034,2021,0,0,0,0,160,380,16.2486,38.5905,55,4947,1961.29,1955.1,3.82243e+06,0,0,0,0,1,1,0,0,2,2033.93,110.254,2843.91,160,0,0,0,0,0,0,8,882,19,54034,8192,5840,3,20,0,0,0,0,0,0,0,0,BENIGN
216.234.189.70-192.168.10.14-80-36127-6,192.168.10.14,36127,216.234.189.70,80,6,3/7/2017 9:29:17,1624445,11,12,1286,12512,202,34,116.948,80.7427,2580,506,1042.63,640.327,8493.977943235997,14.158681888275687,73838.4,125545,343228,1721,1565681,156568,295533,1010337,15268,1535931,139630,202776,454109,993,0,0,0,0,220,240,6.77154,7.38714,34,2580,574.917,656.874,431483,0,0,0,0,0,0,0,0,1,599.913,116.948,1042.63,220,0,0,0,0,0,0,11,1286,12,12512,29200,65535,4,20,0,0,0,0,0,0,0,0,BENIGN
91.27.149.23-192.168.10.9-443-21574-6,192.168.10.9,21574,91.27.149.23,443,6,3/7/2017 9:29:23,550873,9,2,598,1563,126,24,66.392,28.7844,1724,160,781.622,507.284,3922.8642536483003,19.96830485429491,55087.3,188563,283854,3185,338896,42362,122702,334324,2433,474297,474297,0,474297,107734,1,0,0,0,180,40,16.3377,3.6306,24,1724,180.083,351.899,123833,0,0,0,1,1,0,0,0,0,196.455,66.392,781.622,180,0,0,0,0,0,0,9,598,2,1563,65535,-1,5,20,0,0,0,0,0,0,0,0,BENIGN
91.232.134.106-192.168.10.15-137-29463-17,192.168.10.15,29463,91.232.134.106,137,17,3/7/2017 9:29:26,13467619,1,1,52,166,52,52,52.4932,0,166,166,165.843,0,16.186974104331284,0.14850434958102096,1.34676e+07,0,13467619,3055657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.0742522,0.0742522,52,166,72.6667,67.4119,4544.37,0,0,0,0,0,0,0,0,1,109,52.4932,165.843,8,0,0,0,0,0,0,1,52,1,166,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
185.123.250.251-192.168.10.19-8080-18406-6,192.168.10.19,18406,185.123.250.251,8080,6,3/7/2017 9:29:29,39362538,13,2,3075,937,496,83,236.551,107.012,889,79,468.313,301.857,101.92432205463987,0.38107298873868345,2.81161e+06,1.29081e+06,5942025,47779,30859304,2.57161e+06,1.08824e+06,4821798,328466,37746218,3.77462e+07,0,37746218,1786739,0,0,0,0,416,64,0.330263,0.0508097,79,889,250.75,168.996,28559.7,0,0,0,1,1,0,0,0,0,267.467,236.551,468.313,416,0,0,0,0,0,0,13,3075,2,937,65535,65535,7,32,921351,0,921351,921351,1.46317e+07,3.99065e+06,21244177,11116670,BENIGN
151.148.88.57-192.168.10.14-80-2075-6,192.168.10.14,2075,151.148.88.57,80,6,3/7/2017 9:29:36,1142903,3,1,511,1006,284,115,170.216,67.4766,1006,1006,1005.62,0,1327.3217412151337,3.499859568134829,380968,755248,1142903,30008,1081188,540594,1.00225e+06,1081188,66006,0,0,0,0,0,0,0,0,0,96,32,2.62489,0.874965,115,1006,303.4,374.159,139995,0,0,0,0,0,0,0,0,0,379.25,170.216,1005.62,96,0,0,0,0,0,0,3,511,1,1006,29200,-1,2,32,0,0,0,0,0,0,0,0,BENIGN
91.88.234.219-192.168.10.16-32483-13064-6,192.168.10.16,13064,91.88.234.219,32483,6,3/7/2017 9:30:10,278366,3,1,105,78,58,19,34.9595,16.3849,78,78,77.5051,0,657.407873087949,14.3695709964579,92788.7,120333,278366,26775,180917,90458.3,129830,180917,3199,0,0,0,0,0,0,0,0,0,60,20,10.7772,3.59239,19,78,36.6,24.9334,621.674,1,0,0,0,1,0,0,0,0,45.75,34.9595,77.5051,60,0,0,0,0,0,0,3,105,1,78,8192,28960,1,20,0,0,0,0,0,0,0,0,BENIGN
91.88.234.219-192.168.10.16-32483-13064-6,192.168.10.16,13064,91.88.234.219,32483,6,3/7/2017 9:30:10,278366,3,1,105,78,58,19,34.9595,16.3849,78,78,77.5051,0,657.407873087949,14.3695709964579,92788.7,120333,278366,26775,180917,90458.3,129830,180917,3199,0,0,0,0,0,0,0,0,0,60,20,10.7772,3.59239,19,78,36.6,24.9334,621.674,1,0,0,0,1,0,0,0,0,45.75,34.9595,77.5051,60,0,0,0,0,0,0,3,105,1,78,8192,28960,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-192.168.10.9-53-56009-17,192.168.10.9,56009,192.168.10.12,53,17,3/7/2017 9:30:32,9283,1,1,63,149,63,63,63.2904,0,149,149,148.832,0,22837.444791554455,215.44759237315523,9283,0,9283,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,107.724,107.724,63,149,70.6667,55.5171,3082.15,0,0,0,0,0,0,0,0,1,106,63.2904,148.832,8,0,0,0,0,0,0,1,63,1,149,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
13.223.209.160-192.168.10.12-443-5262-6,192.168.10.12,5262,13.223.209.160,443,6,3/7/2017 9:30:35,148481,6,10,780,7752,195,63,130.055,46.995,1901,0,775.192,586.987,57461.89748183269,107.75789494952215,9898.73,7422.04,27900,1630,110105,22021,16172.5,47491,6501,94058,10450.8,8802.39,22477,2209,0,0,0,0,192,320,40.4092,67.3487,0,1901,501.882,560.987,314706,1,0,0,0,0,0,0,0,1,533.25,130.055,775.192,192,0,0,0,0,0,0,6,780,10,7752,64240,4380,3,32,0,0,0,0,0,0,0,0,BENIGN
151.164.63.45-192.168.10.25-53-15009-17,192.168.10.25,15009,151.164.63.45,53,17,3/7/2017 9:31:42,1094,1,1,41,222,41,41,40.9286,0,222,222,222.392,0,240402.1937842779,1828.1535648994516,1094,0,1094,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,914.077,914.077,41,222,87.6667,100.835,10167.6,0,0,0,0,0,0,0,0,1,131.5,40.9286,222.392,8,0,0,0,0,0,0,1,41,1,222,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.49-192.168.10.25-443-15619-6,192.168.10.25,15619,192.168.10.49,443,6,3/7/2017 9:32:20,17847731,9,8,490,16346,158,0,54.4676,43.2643,5182,1175,2043.23,1424.47,943.3131864212879,0.952502029529692,1.11548e+06,2.55834e+06,6634544,221620,13306995,1.66337e+06,3.34427e+06,6702334,2656,11374043,1.62486e+06,4.12226e+06,9891301,339614,0,0,0,0,180,160,0.504266,0.448236,0,5182,935.333,1394.37,1.94427e+06,1,0,0,1,0,0,0,0,0,990.353,54.4676,2043.23,180,0,0,0,0,0,0,9,490,8,16346,64240,4380,4,20,748957,138138,937942,597757,1.55559e+07,0,15555866,15555866,BENIGN
